fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
-0.7061,-0.4232,0.3535,0.5164,-0.2579,1.548,1.7562,0.2412,-0.1773,-0.3446,-0.8316,6,1
0.2196,1.8244,-2.1928,-0.6397,0.5985,-0.7057,-1.5348,0.6014,0.6313,0.4619,-0.4124,6,0
-1.2461,-1.1521,-0.0594,-0.0301,-0.5148,-1.2692,-0.6501,-0.7993,0.5069,-0.9494,0.0069,6,1
0.0653,-0.8484,-0.4035,-0.8078,-0.4577,0.3085,0.1284,-0.7726,0.7557,-0.6134,0.2584,6,1
-0.9375,-0.3017,-0.7476,2.1244,-0.3721,-0.593,0.4646,0.6281,-0.6749,0.0587,-0.3285,6,1
1.2224,-0.6054,-0.61,1.0209,-0.6861,-1.0438,-0.3317,0.338,-0.5505,-0.8822,0.1746,6,1
-0.1661,-0.4232,1.1105,0.1381,-0.4006,1.6607,1.2077,0.3213,-0.1151,-0.2101,-0.9155,6,1
-0.7061,0.1235,-0.8853,-0.4715,0.5414,-0.8748,-1.3579,0.3013,2.1241,-0.0757,1.8516,6,0
-0.3975,-1.0914,0.147,-0.8078,-0.8574,-0.1986,-0.1193,-0.4324,0.7557,0.3275,-0.3285,6,1
-0.3204,-0.3017,1.1793,-0.8499,2.454,1.21,0.5707,-0.3324,-0.8615,-0.2774,-1.2509,6,1
-0.3975,-0.4839,0.4911,0.2011,3.2818,1.8861,1.4908,0.3079,-0.1773,-1.0166,-0.9155,6,1
-0.0889,-0.8484,-0.0594,0.4113,-0.0866,0.0831,1.6854,0.3913,0.5691,0.3947,-0.077,6,1
0.5282,-0.4232,-0.3347,-0.7868,-0.629,-0.3113,0.1107,-1.2729,-1.5456,-0.1429,1.1808,6,1
0.3739,-0.9699,0.2159,0.075,-0.0295,-0.3113,0.4999,0.3546,0.1337,0.0587,-0.2447,6,1
0.3739,-1.0914,0.2847,0.096,-0.0581,-0.3113,0.5707,0.3613,0.1959,0.0587,-0.2447,6,1
-0.6289,3.1911,-1.9864,-0.4715,0.4272,-0.1986,-1.0217,0.1012,2.4351,-0.2774,1.8516,6,0
0.3739,-0.2409,0.147,-0.8919,-0.2293,-1.4945,0.0576,-1.2862,-0.2395,-1.2855,1.3485,6,1
0.5282,-1.0914,-0.1282,0.4113,-0.1722,1.548,0.6415,0.4747,-0.6127,-1.0838,-0.8316,6,1
-0.6289,-0.4232,-0.1971,1.126,-0.8003,-0.7621,0.0399,-0.3791,-0.2395,-1.0838,0.5938,6,1
-0.2432,-1.0914,0.3535,-0.7658,-0.629,0.3085,-0.367,-1.7264,-1.7944,0.3947,1.2646,6,1
0.5282,-1.0914,-0.1282,0.4113,-0.1722,1.548,0.6415,0.4747,-0.6127,-1.0838,-0.8316,6,1
-0.0889,-0.8484,-0.0594,0.4113,-0.0866,0.0831,1.6854,0.3913,0.5691,0.3947,-0.077,6,1
0.3739,-0.2409,0.147,-0.8919,-0.2293,-1.4945,0.0576,-1.2862,-0.2395,-1.2855,1.3485,6,1
-0.7061,-0.8484,-0.5412,-0.7868,-0.1152,0.3085,0.3407,-0.319,3.6169,0.8652,0.2584,6,1
-0.0889,-0.8484,0.147,2.219,-0.1722,1.1536,0.8892,1.2684,-0.0529,0.4619,-1.0832,6,1
0.2968,-0.8484,0.2847,-0.7448,-0.3721,-0.3677,-0.0839,-0.7759,0.4447,0.0587,0.6777,6,1
0.5282,1.0347,-0.4723,-0.5346,0.5985,-0.5367,-1.2517,0.9016,1.6887,2.8814,1.3485,6,0
-0.8604,-0.3624,-0.5412,3.0493,0.5129,0.0831,1.0308,1.5086,-0.1773,-0.6134,-0.9993,6,1
0.451,3.7986,1.9364,12.6868,0.5129,-1.2692,0.783,14.7688,1.0667,1.0668,1.0131,6,1
0.5282,-0.4232,-0.3347,-0.7868,-0.629,-0.3113,0.1107,-1.2729,-1.5456,-0.1429,1.1808,6,1
-0.0889,-0.8484,-0.0594,0.2957,-0.0866,0.0831,1.6854,0.3913,0.5691,0.3947,-0.077,6,1
-0.8604,-0.3624,-0.5412,3.0493,0.5129,0.0831,1.0308,1.5086,-0.1773,-0.6134,-0.9993,6,1
0.0653,-1.0914,0.2159,-0.8289,-0.5719,-0.0859,-0.137,-0.4258,0.3203,-0.1429,-0.2447,6,1
-0.6289,-1.0914,0.3535,-0.8289,-0.5433,-0.1986,-0.1193,-0.4158,1.0045,-0.2101,-0.5801,6,1
-0.4747,-0.4839,0.4223,0.2221,3.2533,2.1115,1.5085,0.3013,-0.1773,-1.0166,-0.9155,6,1
-0.1661,-1.0914,0.0094,-0.9129,-0.6861,-0.0859,-0.6325,-1.6597,0.0715,-1.151,1.3485,6,1
1.531,-1.2129,0.3535,-0.9129,-0.629,0.3085,-0.5617,-1.1128,-1.0481,0.1259,0.9292,6,1
0.1425,-0.8484,0.3535,-0.8919,-0.8003,-0.1423,-0.4732,-1.1261,-0.4883,0.5291,1.0969,6,1
2.2253,-0.3624,0.9729,-0.7658,-0.1722,-1.4382,-1.8179,0.9016,-1.1103,1.7389,-0.2447,6,0
-0.0118,1.3992,-1.7799,-0.8078,0.57,-1.2128,-1.5702,0.8349,0.8801,1.134,-0.7478,6,0
-0.0504,-1.0306,-0.5412,0.8737,1.7974,1.4354,1.1015,0.3613,-0.4261,-0.6134,-0.2447,6,1
-0.4747,-0.6662,-0.1971,1.8932,0.0276,-0.0859,0.4999,0.955,0.6935,0.0587,-0.2447,6,1
-0.0504,-1.0306,-0.5412,0.8737,1.7974,1.4354,1.1015,0.3613,-0.4261,-0.6134,-0.2447,6,1
0.2196,-1.2736,0.4223,-0.9129,-0.943,0.6465,-0.2078,-1.1928,0.3825,-0.0085,1.0969,6,1
-0.4747,-0.6054,-0.5412,0.6635,-0.629,-0.3113,0.3407,0.3746,0.6935,0.3947,-0.1608,6,1
-0.0118,1.0954,-1.7111,-0.8499,0.5129,-1.4382,-1.6941,0.8682,0.6313,1.8733,-0.7478,6,0
-0.3204,-0.3624,0.2847,0.3272,-0.3721,1.6607,1.6146,0.2879,-0.3639,-0.2774,-0.7478,6,1
-1.6318,0.7917,-2.0552,-0.8709,-0.629,-0.7057,-1.2694,-0.866,4.2388,0.5963,1.9354,6,0
-0.0889,-1.1521,0.147,-0.934,-0.6575,-0.1986,-0.7563,-1.6531,0.1337,-0.815,1.4323,6,1
-0.3975,-0.0587,0.147,0.2431,0.313,0.2521,0.7123,0.2412,-0.6749,-0.3446,-0.9993,6,1
-0.4747,0.4272,-1.0917,-0.8499,-0.5433,-0.1423,0.783,-1.0094,-1.67,-0.5462,0.0907,6,1
-0.0118,-0.2409,-0.4035,-0.8289,-0.4292,0.8719,1.1015,-1.0528,-0.1773,0.1931,0.6777,6,1
-0.1661,1.8851,-2.0552,-0.7027,0.2845,-1.2692,-1.6056,0.8349,1.5643,0.9324,-0.8316,6,0
-0.0118,1.0954,-1.7111,-0.8499,0.5129,-1.4382,-1.6941,0.8682,0.6313,1.8733,-0.7478,6,0
-0.1661,-0.6662,0.0782,-0.934,-0.3721,0.8719,-0.1016,-1.1728,-1.1103,0.798,0.2584,6,1
0.8367,0.9132,0.2847,-0.7658,4.7377,-1.3819,-1.7648,1.1017,-0.2395,0.4619,-0.8316,6,0
3.151,0.002,0.9041,-0.7238,0.7412,-1.3819,-1.7825,1.3685,-1.7322,0.8652,-1.0832,6,0
-0.6289,-0.7269,0.147,-0.8499,-0.943,1.4354,-0.0132,-1.7064,-0.2395,1.134,1.0131,6,1
-0.0118,-0.8484,0.2847,-0.6187,-0.8003,-0.4804,0.73,-0.299,1.6265,-0.2774,0.0907,6,1
1.2996,-0.4839,0.0782,0.5584,-0.9144,0.9283,1.5262,0.2946,-0.5505,-0.479,0.2584,6,1
0.2196,-0.5447,0.0094,0.5795,-0.9144,1.2663,1.65,0.3113,-0.6127,-0.479,0.2584,6,1
-0.0889,-0.8484,-0.1282,-0.955,-1.0572,-1.4945,-1.5525,-1.7965,-0.1151,-1.151,1.2646,6,1
-0.2432,-0.1195,-0.3347,2.219,-0.629,1.548,1.2254,1.5619,0.7557,0.4619,-1.2509,6,1
-0.6289,-0.7269,0.147,-0.8499,-0.943,1.4354,-0.0132,-1.7064,-0.2395,1.134,1.0131,6,1
2.7653,0.3665,0.6288,-0.6817,0.7983,-1.3255,-1.7472,1.2351,-0.8615,0.9324,-0.9993,6,0
0.7596,-0.1195,-0.4035,-0.7027,0.1703,-0.255,-0.5086,-1.6531,-0.7371,-0.4118,1.9354,6,1
0.6053,0.6702,-0.61,-0.6817,1.0838,-0.8184,-1.5348,0.5014,-0.0529,-0.2774,-0.2447,6,0
2.7653,0.3665,0.6288,-0.6817,0.7983,-1.3255,-1.7472,1.2351,-0.8615,0.9324,-0.9993,6,0
-0.1661,-0.6054,-0.5412,0.7476,-0.7432,0.6465,1.827,0.5547,1.5643,-0.479,-0.2447,6,1
-0.2432,-1.2736,-0.2659,1.6515,-0.1722,0.9283,0.2876,0.6181,0.7557,-0.7478,-0.3285,6,1
-1.0146,0.6398,-0.4035,-0.8499,-0.8288,-0.424,-0.1193,-1.0728,0.5069,-1.151,0.0069,6,1
-1.6318,-1.2129,-0.4723,-0.997,-0.4863,-0.8748,-0.4732,-0.9327,0.0093,-0.6806,-1.0832,6,1
-0.6289,-0.3624,1.6611,-0.7868,2.8537,1.0409,-0.1724,-0.3857,-0.7371,-1.0838,-1.0832,6,1
3.151,0.002,0.9041,-0.7238,0.7412,-1.3819,-1.7825,1.3685,-1.7322,0.8652,-1.0832,6,0
-0.3975,-1.0306,0.6976,1.0419,-0.5148,3.0693,1.1723,0.5281,-1.1103,-0.6134,-1.3347,6,1
-0.4747,0.0628,0.2159,0.117,0.1989,0.0267,0.6061,0.2246,-0.7371,-0.4118,-0.9155,6,1
2.2253,1.8851,0.3535,-0.0721,1.5405,-1.1001,-0.8979,2.6358,0.6313,0.7308,-0.077,6,0
-0.2432,-0.1195,-0.4035,-0.6607,-0.7432,-1.1001,-0.2255,-1.2128,-0.9859,-0.7478,0.51,6,1
1.8396,1.9155,-0.7476,-0.7238,-0.4863,-0.5367,0.0753,-0.9394,-1.359,3.1502,1.7677,6,1
-1.0146,-0.3624,-1.2294,0.6635,-0.6861,-0.0296,0.4646,0.2412,0.3825,-0.6134,-0.8316,6,1
-0.4747,-0.7877,-0.1971,-0.7658,-0.8574,0.2521,0.2168,-0.956,0.9423,-0.3446,0.5938,6,1
0.6053,-1.0306,-0.1971,-0.6397,-0.7717,1.21,0.0576,-1.7531,-1.1725,-1.3527,2.0193,6,1
-0.3975,0.488,-0.3347,0.6635,0.3416,-0.3677,0.5707,0.0345,-0.3639,0.2603,0.6777,6,0
-0.5518,-0.6662,-0.4723,2.4923,-0.2864,-0.8748,-0.1016,1.1951,-0.4261,-0.7478,-1.0832,6,1
-0.0118,-0.9091,-0.3347,1.2101,0.1418,0.8719,0.5884,1.0083,-1.4212,0.3947,-0.9993,6,1
0.2968,-0.9699,-0.2659,0.3482,-0.4292,-0.0859,-0.1016,0.6081,-0.1151,-0.7478,-1.0832,6,1
1.3767,-0.4839,0.147,0.2642,-0.7717,-0.5367,0.8184,0.0912,-0.8615,-0.2101,0.0907,6,1
-1.0146,-0.3624,-1.2294,0.6635,-0.6861,-0.0296,0.4646,0.2412,0.3825,-0.6134,-0.8316,6,1
-0.2432,-0.2409,-0.4723,-0.4505,-0.4292,-0.255,0.1461,-0.139,-0.2395,-0.2101,-0.9993,6,1
-0.2432,-0.1802,0.0094,-0.8919,-0.9144,-0.593,0.8892,-0.8727,-1.0481,0.0587,-0.5801,6,1
-0.3975,-0.6662,-0.4723,-0.8078,-0.5719,-0.1423,0.4822,-0.7126,0.5069,0.0587,-0.1608,6,1
-0.7832,-0.3624,-0.3347,1.0209,-0.7432,-0.255,-0.137,-0.2724,-0.1151,-1.151,0.1746,6,1
-1.1689,-0.6662,-0.2659,0.8843,-0.8859,-0.255,0.093,-0.7326,0.3825,-1.0166,0.6777,6,1
-0.5518,-0.7269,1.2482,2.3031,-0.2293,0.3085,1.1723,1.4485,-1.2347,-0.2774,-1.4186,6,1
-0.2432,-0.1802,0.0094,-0.8919,-0.9144,-0.593,0.8892,-0.8727,-1.0481,0.0587,-0.5801,6,1
-0.2432,-0.2409,-0.4723,-0.4505,-0.4292,-0.255,0.1461,-0.139,-0.2395,-0.2101,-0.9993,6,1
-1.0918,-0.2409,-1.367,-0.8078,-0.5719,1.4917,0.8361,-0.7693,1.0045,0.3947,0.0069,6,1
-0.7832,-0.3624,-0.3347,1.0209,-0.7432,-0.255,-0.137,-0.2724,-0.1151,-1.151,0.1746,6,1
1.6853,-0.0587,1.8675,-0.5556,0.6556,-1.2128,-1.5171,0.9683,-0.6127,0.0587,1.2646,6,0
1.9167,-0.1802,1.0417,-0.8078,0.1703,-0.9875,-1.4641,1.2017,0.3203,0.8652,-0.4124,6,0
0.2968,-0.1195,-0.4723,0.8527,-0.7432,-0.8748,0.3584,-0.3424,-0.7371,-0.6134,1.3485,6,1
-0.1661,1.8851,-2.0552,-0.7027,0.2845,-1.2692,-1.6056,0.8349,1.5643,0.9324,-0.8316,6,0
-0.2432,-0.1195,-0.4035,-0.6607,-0.7432,-1.1001,-0.2255,-1.2128,-0.9859,-0.7478,0.51,6,1
3.5367,0.245,1.5923,-0.7027,0.4272,-1.4382,-1.7118,1.3018,-0.6749,0.5963,0.2584,6,0
2.611,4.1327,0.7664,-0.5346,0.57,-0.255,-0.4909,1.2351,-0.8615,0.2603,-0.3285,6,0
-0.7061,-0.4839,0.6976,0.3482,-0.315,1.7734,1.65,0.2479,-0.1151,-0.0085,-0.8316,6,1
-0.1661,1.8851,-2.0552,-0.7027,0.2845,-1.2692,-1.6056,0.8349,1.5643,0.9324,-0.8316,6,0
-0.1661,1.8244,-2.0552,-0.7027,0.313,-1.2128,-1.641,0.7682,1.5643,0.9324,-0.9155,6,0
0.5282,0.1843,-0.0594,-0.5451,-0.5433,-1.4382,-1.6233,-1.1995,-0.1773,-1.151,1.1808,6,1
0.451,1.2473,-1.367,-0.6187,0.3416,-1.1001,-1.4287,0.4347,0.7557,0.5291,0.9292,6,0
-0.7061,-0.4839,0.6976,0.3482,-0.315,1.7734,1.65,0.2479,-0.1151,-0.0085,-0.8316,6,1
-0.7832,-0.5447,-0.0594,-0.4715,-0.7432,0.0831,0.6061,-1.5197,-0.2395,-1.4871,1.2646,6,1
-0.0118,-0.7269,-0.5412,-0.8499,-0.4292,-0.7621,0.7653,-0.9127,0.1959,-0.0085,0.5938,6,1
-0.2432,-0.1195,-0.1282,-0.7658,-0.5719,-0.1423,0.0222,-0.6692,0.1337,-0.3446,0.4261,6,1
-0.5518,-0.6662,-0.4723,2.4923,-0.2864,-0.8748,-0.1016,1.1951,-0.4261,-0.7478,-1.0832,6,1
0.2968,-0.9699,-0.2659,0.3482,-0.4292,-0.0859,-0.1016,0.6081,-0.1151,-0.7478,-1.0832,6,1
0.6053,-1.0306,-0.1971,-0.6397,-0.7717,1.21,0.0576,-1.7531,-1.1725,-1.3527,2.0193,6,1
1.3767,-0.4839,0.147,0.2642,-0.7717,-0.5367,0.8184,0.0912,-0.8615,-0.2101,0.0907,6,1
-0.0118,-0.9091,-0.3347,1.2101,0.1418,0.8719,0.5884,1.0083,-1.4212,0.3947,-0.9993,6,1
0.2968,-1.4558,0.0782,-0.934,-0.7146,0.1394,-0.4024,-1.2529,-0.9859,0.9996,0.5938,6,1
-1.1689,-1.3344,-0.4035,0.0119,-0.629,-0.5367,-0.2963,-0.4858,-0.7993,0.2603,-0.4962,6,1
1.2224,0.8525,0.6288,-0.4505,1.0267,-0.255,-1.1279,1.1684,0.5691,-0.0085,0.0069,6,0
0.8367,1.5814,-1.2982,-0.5976,0.8269,-1.3819,-1.6233,1.2351,0.5691,0.3947,-1.0832,6,0
-0.3975,-0.8484,-0.1282,-0.8499,-0.8859,-0.7621,-0.7032,-1.2195,-0.6749,-0.6134,0.4261,6,1
1.6853,0.5487,-0.5412,-0.5556,1.0267,-0.9311,-1.2517,1.1017,-0.1773,1.3356,-0.4124,6,0
-0.3204,1.0347,-2.124,-0.7027,0.5129,-1.2128,-1.6056,0.368,0.6935,0.1931,-0.8316,6,0
-0.7061,-0.7269,-0.6788,0.033,-0.4863,0.0267,0.2168,-0.5792,-0.6127,-0.479,-0.077,6,1
1.4539,2.0673,-1.4358,-0.5556,1.0552,-1.1001,-1.2694,1.3952,0.5691,0.1259,-0.8316,6,0
-0.4747,-0.6662,-0.1282,1.9878,-0.1437,0.1394,0.0399,1.2184,-1.1103,0.0587,-1.2509,6,1
1.531,2.0066,-1.5046,-0.5136,0.9982,-1.0438,-1.1986,1.3952,0.5691,0.0587,-0.8316,6,0
0.2196,-0.9091,0.56,0.3482,-0.001,1.0973,-0.1016,0.2346,-0.9859,-0.0757,-0.4962,6,1
-0.1661,-1.0914,-0.4035,0.2957,-0.2579,-0.0296,1.8447,0.5081,1.0045,0.3275,-0.3285,6,1
0.6053,-1.2129,0.0782,-0.8919,-0.315,2.2805,0.8184,-1.0994,-0.9237,-0.4118,0.4261,6,1
-0.3204,-0.1195,0.4911,0.8737,-0.8574,0.1958,0.1461,-0.6125,-0.2395,-1.2182,1.3485,6,1
-0.4747,-0.6662,-0.8164,1.2521,-0.3435,0.8156,0.2699,0.448,-1.6078,-0.1429,-0.6639,6,1
-0.4747,-0.6662,-0.8164,1.2521,-0.3435,0.8156,0.2699,0.448,-1.6078,-0.1429,-0.6639,6,1
-0.1661,-0.8484,-0.0594,0.5374,-0.1722,-0.0859,1.7208,0.4213,0.3825,0.2603,-0.077,6,1
-0.9375,-0.4839,0.0094,-0.3454,-0.7717,0.9846,1.1369,-1.5297,-0.4261,-1.2855,1.2646,6,1
-0.0889,1.5206,-2.0552,-0.6607,0.7412,-0.3677,-0.3847,0.9149,2.0619,-0.0085,-0.6639,6,0
-0.2432,-0.2409,-0.1282,1.0734,-0.5433,-1.4945,-1.5525,-0.9527,-0.9237,-1.4199,1.8516,6,1
1.7624,0.731,-0.5412,-0.5766,1.0267,-0.9311,-1.2694,1.1017,-0.6127,1.4028,-0.4124,6,0
-0.4747,-0.6662,-0.1282,1.9878,-0.1437,0.1394,0.0399,1.2184,-1.1103,0.0587,-1.2509,6,1
-0.4747,-0.6662,-0.1282,1.9878,-0.1437,0.1394,0.0399,1.2184,-1.1103,0.0587,-1.2509,6,1
1.2224,2.1888,-2.1928,-0.7868,0.3701,-1.2692,-1.7118,0.7715,0.5691,-0.0085,-0.4124,6,0
0.1425,0.0628,-0.8164,1.7776,-0.0581,1.8298,2.0039,1.3952,-0.6749,-0.2101,-1.3347,6,1
-0.0889,-0.3017,0.147,0.4954,-0.5719,1.0409,0.2168,-0.2423,-0.0529,-0.8822,0.1746,6,1
-0.0889,-0.3017,0.147,0.4954,-0.5719,1.0409,0.2168,-0.2423,-0.0529,-0.8822,0.1746,6,1
-1.6318,-0.3017,-0.2659,0.6005,-0.8574,-0.1986,-0.1547,-0.5392,0.8801,-1.0838,0.4261,6,1
-1.6318,-0.3017,-0.2659,0.6005,-0.8574,-0.1986,-0.1547,-0.5392,0.8801,-1.0838,0.4261,6,1
0.6825,0.002,-0.2659,0.4323,-0.4577,2.2242,2.0216,0.2946,-0.4883,0.1259,-0.5801,6,1
0.0653,-0.7269,-0.4035,-0.8289,-0.4577,0.0831,0.9954,-0.9194,0.3203,-0.3446,0.5938,6,1
-0.3204,-0.4839,1.1105,0.1591,-0.2008,1.379,1.1723,0.3746,-0.0529,-0.5462,-0.9155,6,1
0.6053,-0.4232,-0.4723,2.8706,-0.315,1.0973,1.6323,1.9388,-1.0481,-0.2101,-1.0832,6,1
0.6825,0.002,-0.2659,0.4323,-0.4577,2.2242,2.0216,0.2946,-0.4883,0.1259,-0.5801,6,1
-0.0118,-0.6054,-0.1971,-0.5136,-0.5719,-0.7621,0.0222,-0.1956,0.8801,0.9996,-0.3285,6,1
-0.9375,-0.3624,1.3858,-0.0932,0.6271,-0.0296,0.4115,0.0812,-0.7371,-1.151,-1.2509,6,1
4.4623,0.7917,1.1793,-0.2403,0.8269,-1.3819,-1.2163,2.4691,0.5069,0.9996,1.8516,6,0
2.8424,1.1562,1.1793,-0.1772,1.7689,-1.1565,-1.7472,1.8354,-0.9237,0.1931,1.0131,6,0
0.6825,-1.3344,0.4223,-0.955,-0.629,0.3085,-0.5263,-1.4796,-2.603,0.1259,1.2646,6,1
-0.6289,-1.3344,-0.1282,-0.9129,-0.7146,0.3648,-0.3847,-1.613,-1.2969,0.1931,1.0131,6,1
-0.0118,-0.6054,-0.1971,-0.5136,-0.5719,-0.7621,0.0222,-0.1956,0.8801,0.9996,-0.3285,6,1
-0.2432,-0.6662,0.6288,0.5374,-0.7432,-0.0296,-0.0309,-0.3391,0.0093,0.0587,0.4261,6,1
0.0653,-0.7269,-0.4035,-0.8289,-0.4577,0.0831,0.9954,-0.9194,0.3203,-0.3446,0.5938,6,1
-0.1661,-1.0914,-0.4035,0.3903,-0.2579,-0.0296,1.8447,0.5081,1.0045,0.3275,-0.3285,6,1
-0.0889,1.5206,-2.0552,-0.6607,0.7412,-0.3677,-0.3847,0.9149,2.0619,-0.0085,-0.6639,6,0
-0.7832,-1.0914,0.0094,-0.9129,-0.5719,2.4495,1.2077,-1.2462,0.0093,-0.815,0.4261,6,1
0.9139,-0.7269,-0.1282,0.7266,-0.9144,-0.7621,0.0399,-0.0456,-1.4212,-1.2855,0.0069,6,1
0.2196,1.2777,-0.5412,-0.7238,0.6271,-1.1565,-1.5525,1.2017,1.4399,1.6716,-0.8316,6,0
0.2196,-0.9699,0.3535,0.1591,-0.1722,-0.5367,0.3938,0.2546,-0.1151,0.1259,0.0069,6,1
-1.0918,-0.9091,-0.4723,1.126,-0.4006,0.1394,0.1461,0.5881,0.0093,-0.815,-1.0832,6,1
0.5282,0.3665,-0.1971,-0.7658,2.8822,-1.6636,-1.2694,0.8682,0.5069,2.6125,-0.8316,6,0
1.2224,-0.0587,0.2847,-0.7027,-0.629,-0.6494,0.1638,-1.0127,-1.6078,3.0158,1.8516,6,1
-0.3204,-0.6054,0.4223,0.6005,-0.315,1.0973,1.2254,0.3613,-0.4261,-0.2101,-0.8316,6,1
-0.2432,-0.5447,1.0417,0.6215,-0.4006,0.3085,0.7123,0.448,-0.4261,0.1259,-0.9155,6,1
-0.1661,-1.2736,0.3535,1.5569,-0.4006,0.3085,-0.1901,0.3713,-1.0481,0.1259,0.1746,6,1
0.6053,-0.4839,-0.2659,0.5795,-0.5148,2.3369,1.5262,0.3213,-0.6127,0.1931,-0.4124,6,1
-0.7061,-0.0587,0.6976,2.4712,-0.5433,1.4917,0.96,1.3818,0.2581,0.2603,-0.9155,6,1
0.5282,0.3665,-0.1282,-0.7658,2.8822,-1.6072,-1.2517,0.8582,0.5691,2.5453,-0.8316,6,0
-0.5518,-0.6662,0.9041,-0.7027,-0.8288,0.7029,-0.2078,-1.3863,-1.2347,-0.0757,0.6777,6,1
-0.7061,-0.4232,-0.1971,1.4203,-0.3435,1.6044,1.42,1.0417,-0.4883,-0.8822,-1.4186,6,1
3.0738,1.9459,-0.5412,-0.6187,0.8269,-0.8184,-1.1102,1.5353,-0.9859,1.2684,0.4261,6,0
-0.7832,-0.0587,0.6288,2.3872,-0.5433,1.548,1.0131,1.3752,0.1959,0.2603,-0.9155,6,1
-0.7061,-0.0587,0.6976,2.4712,-0.5433,1.4917,0.96,1.3818,0.2581,0.2603,-0.9155,6,1
-0.0118,-0.7877,4.6892,-0.9129,2.7966,0.8719,-0.0309,-0.5325,-1.67,-0.6806,-1.0832,6,1
5.4652,-0.1802,2.8998,-0.7658,0.5414,-1.3819,-1.7825,2.0355,-2.2298,1.7389,-1.754,6,0
0.8367,-0.3624,-0.3347,2.5343,-0.315,0.9846,2.4285,1.8154,-1.2347,0.1931,-1.167,6,1
-0.1661,0.6702,0.147,3.0178,-0.4577,-1.0438,-0.8625,0.9683,-0.9237,-1.0166,0.4261,6,1
2.611,-0.1802,1.1793,-0.6187,0.313,-1.3819,-1.6764,1.3351,0.2581,2.2093,0.1746,6,0
-0.4747,-0.3624,0.147,-0.976,-0.5433,0.6465,0.0576,-1.9666,-1.1725,-1.0838,1.6839,6,1
-0.2432,-0.5447,0.0782,-0.8919,-0.6004,0.2521,0.7477,-1.2929,-1.2347,0.3275,0.6777,6,1
-0.7061,-0.9699,0.2847,-0.8919,-0.629,-0.255,-0.0839,-1.3196,-0.3639,-0.1429,0.4261,6,1
-0.2432,-0.2409,0.2847,-0.955,-0.5433,0.5338,0.7123,-1.6731,-0.8615,-1.151,1.3485,6,1
-0.7832,-1.0914,0.0094,-0.9129,-0.5719,2.4495,1.2077,-1.2462,0.0093,-0.815,0.4261,6,1
-0.5518,-0.8484,1.2482,2.6604,-0.0581,1.0973,1.8624,1.5719,-1.7322,0.7308,-1.4186,6,1
1.3767,1.1562,1.1793,-0.7448,3.2818,-1.3819,-1.6056,0.9349,0.3203,0.5291,-0.9155,6,0
-0.4747,-0.7269,0.2847,0.0119,-0.7717,-0.0296,-0.1901,-0.8793,-0.1151,-0.4118,1.0969,6,1
0.5282,0.6095,-0.4035,-0.2088,-0.6575,-0.424,-0.2786,-1.1762,-0.3017,-0.0757,1.8516,6,1
-0.3204,-0.5447,0.3535,-0.4925,-0.8574,-0.0859,-0.4024,-1.4496,-0.4883,-0.5462,1.4323,6,1
-0.1661,0.6702,0.147,3.0178,-0.4577,-1.0438,-0.8625,0.9683,-0.9237,-1.0166,0.4261,6,1
0.2968,-0.1802,-0.3347,0.075,-0.5719,-0.424,-0.1193,-0.2357,0.7557,0.0587,0.4261,6,1
-0.0118,-0.1195,-0.1282,0.59,-1.0286,-0.9311,-0.2078,-0.3591,-1.4212,-0.6134,0.7615,6,1
-0.1661,-1.2736,0.3535,1.5569,-0.4006,0.3085,-0.1901,0.3713,-1.0481,0.1259,0.1746,6,1
-1.0146,0.002,-0.1282,-0.3454,-0.6004,1.4917,0.3407,-1.513,-0.7993,-1.2855,1.2646,6,1
-0.0118,-0.1195,-0.1282,0.59,-1.0286,-0.9311,-0.2078,-0.3591,-1.4212,-0.6134,0.7615,6,1
0.9139,-0.1195,0.2159,1.3152,-0.7717,-1.5509,-1.234,-0.1023,-1.2347,-1.2855,1.0969,6,1
3.9995,0.0628,1.1793,-0.5976,0.6556,-0.1986,-0.8271,1.5686,-0.6127,1.47,-0.077,6,0
-0.1661,-1.2736,0.3535,1.5569,-0.4006,0.3085,-0.1901,0.3713,-1.0481,0.1259,0.1746,6,1
-0.7061,3.8897,-2.124,-0.7238,0.0276,-0.8748,-1.4641,0.0612,2.3729,-0.479,0.5938,6,0
0.451,3.4645,-1.7111,-0.7448,0.0561,-0.4804,-1.2163,0.1846,1.8131,-0.6806,0.1746,6,0
0.2968,-0.3017,1.1793,-0.5766,1.0267,-0.3113,-0.9863,0.8015,0.5691,0.5291,-0.3285,6,0
3.9995,0.3665,1.317,-0.7238,0.0847,-1.3819,-1.6233,1.5686,-1.1103,0.4619,-0.9993,6,0
0.8367,2.5533,-0.1971,-0.2613,0.5414,-1.0438,-1.7648,0.6014,1.4399,0.9996,0.8454,6,0
-1.4775,-1.0914,0.4911,-0.934,-0.8003,0.5338,-0.2609,-1.0461,2.1863,0.3947,0.0907,6,1
-0.6289,-0.7877,-0.2659,0.096,-0.2579,-0.0859,-0.2609,-0.6392,-0.4261,-0.8822,0.4261,6,1
-0.4747,-0.7877,0.2847,-0.976,-0.629,0.9846,-0.0486,-1.0161,0.1337,0.9996,0.0069,6,1
